;SUI_A001;SUI_A002;SUI_A003;SUI_A006;SUI_A007;SUI_A008;SUI_A011;SUI_A012;SUI_A013;SUI_A016;SUI_A017;SUI_A018;SUI_A021;SUI_A022;SUI_A023;SUI_A026;SUI_A027;SUI_A028;SUI_A031;SUI_A032;SUI_A033;SUI_A036;SUI_A037;SUI_A038;SUI_A041;SUI_A042;SUI_A043;SUI_A046;SUI_A047;SUI_A048;SUI_A051;SUI_A052;SUI_A053;SUI_A056;SUI_A057;SUI_A058;SUI_A061;SUI_A062;SUI_A063;SUI_A066;SUI_A067;SUI_A068;SUI_A071;SUI_A072;SUI_A073;SUI_A076;SUI_A077;SUI_A078;SUI_A081;SUI_A082;SUI_A083;SUI_A086;SUI_A087;SUI_A088;SUI_A091;SUI_A092;SUI_A093;SUI_A096;SUI_A097;SUI_A098;SUI_A106;SUI_A107;SUI_A108;SUI_A111;SUI_A112;SUI_A113;SUI_A116;SUI_A117;SUI_A118;SUI_A121;SUI_A122;SUI_A123;SUI_A131;SUI_A132;SUI_A133;SUI_A146;SUI_A147;SUI_A148;SUI_EB1;SUI_EB2;SUI_NC
ASV_80;1;2;4;0;0;1;0;2;0;1;0;7;0;1;0;3;6;6;0;0;0;1;1;1;0;2;3;42;38;27;0;1;3;2;1;4;1;1;1;6;0;6;101;65;30;97;98;88;72;34;43;0;3;1;4;5;10;19;29;28;54;51;42;5;3;14;6;9;1;93;83;90;28;22;35;43;49;47;0;0;0
ASV_81;0;0;1;0;0;0;0;3;0;0;6;4;6;2;17;0;2;2;0;0;0;0;2;1;10;2;1;18;5;7;0;2;2;5;6;36;3;6;4;71;13;9;98;18;5;4;4;6;81;28;43;76;69;60;25;48;46;28;20;28;41;81;27;18;38;111;17;14;15;20;23;22;87;49;30;15;6;27;0;0;0
ASV_82;3;60;721;2;0;1;6;2;9;0;2;5;3;1;1;17;8;339;7;3;2;1;3;0;1;0;1;1;2;6;2;28;8;3;1;1;5;6;7;14;0;12;13;7;3;1;20;8;10;4;1;2;1;0;29;5;28;7;1;4;7;44;6;14;4;1;3;1;0;2;0;2;11;12;11;2;2;2;0;0;0
ASV_83;3;17;57;1;2;6;2;3;2;1;1;21;9;11;9;19;17;24;4;3;5;6;8;3;20;3;0;24;17;11;30;21;34;15;13;36;13;23;14;15;17;138;34;17;24;23;11;23;100;34;61;4;10;2;45;78;19;45;35;33;52;26;39;8;6;24;6;3;2;7;44;10;3;9;3;8;8;12;0;0;0
ASV_84;0;1;1;1;0;1;0;0;0;1;0;4;2;0;0;7;10;10;1;0;1;111;46;132;3;2;2;7;1;5;0;7;1;0;0;3;21;43;34;2;2;8;20;2;1;112;115;182;2;1;4;4;33;19;13;11;39;25;17;35;12;58;7;7;19;77;7;6;13;32;10;29;29;13;21;32;19;42;0;0;0
ASV_85;2;0;0;1;1;2;0;3;0;0;1;4;4;1;1;4;12;23;2;2;6;4;5;0;5;4;1;8;5;11;2;8;9;6;4;42;4;6;1;44;9;41;97;55;29;36;39;30;68;19;24;6;5;3;32;37;29;57;46;96;14;27;11;41;103;209;15;26;7;11;8;7;7;11;6;9;7;22;0;0;0
ASV_86;0;0;0;0;0;1;0;1;0;2;3;3;1;0;1;1;1;3;1;2;1;1;1;3;4;33;2;44;121;13;0;0;2;0;0;0;16;12;17;116;244;79;22;7;15;14;18;12;39;31;98;1;1;1;53;94;14;75;29;33;14;22;33;8;9;2;0;0;0;16;62;21;1;2;0;9;32;10;0;0;0
ASV_87;1;3;1;1;0;5;4;2;1;1;0;3;36;1;2;52;16;51;4;3;5;15;19;21;15;41;5;25;29;25;21;2;16;2;3;43;29;37;24;9;4;8;49;12;15;61;72;92;33;20;13;60;46;18;13;35;50;28;41;21;11;4;8;42;58;33;8;4;4;5;20;12;7;5;3;5;8;6;0;0;0
ASV_88;1;8;12;0;0;1;1;2;2;2;2;6;2;4;3;14;38;23;1;0;4;1;5;6;2;3;4;74;13;46;27;5;3;0;1;6;14;29;21;11;4;14;36;21;12;59;77;102;61;20;16;14;6;17;19;44;22;21;14;10;20;53;44;12;11;8;25;34;15;24;28;11;49;31;23;26;42;46;0;0;0
ASV_89;0;0;1;8;6;0;2;2;1;0;0;704;0;1;0;0;0;1;0;0;12;2;0;0;0;0;5;77;0;0;0;0;8;18;6;11;1;106;7;0;0;1;1;1;0;0;0;0;35;69;12;3;1;3;0;0;344;23;0;1;0;0;0;1;0;4;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0
ASV_90;0;0;0;1;0;0;99;1;0;0;0;1;1;2;5;0;16;1;0;0;0;16;11;16;0;0;1;1;1;0;2;3;1;1;0;1;121;41;46;1;2;0;3;1;3;0;287;56;0;0;0;1;3;132;0;140;0;2;40;20;0;12;5;1;0;0;117;46;0;1;3;9;58;65;67;11;1;2;0;0;0
ASV_91;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;2;1;0;4;1;0;2;0;0;1;0;0;0;1;2;254;40;1;1;39;40;1;2;0;1;96;11;181;116;4;18;29;375;1;4;1;7;0;0;17;2;2;1;3;49;0;1;1;0;12;0;94;0;0;9;0;0;29;0;10;0;0;0
ASV_92;1;0;0;1;0;0;1;2;0;0;0;0;1;0;95;0;2;0;0;0;0;17;4;6;1;0;4;0;0;0;2;0;0;0;0;0;7;18;18;1;10;2;0;0;34;15;285;26;1;3;0;22;18;17;4;0;3;0;1;262;17;12;0;6;2;0;155;91;2;9;0;166;7;8;5;32;59;11;0;0;0
ASV_93;11;4;0;5;0;0;1;2;1;57;18;556;212;264;21;0;0;0;0;0;0;0;0;1;200;1;21;10;10;4;0;0;0;0;3;14;0;1;0;1;0;2;0;0;6;0;0;0;0;0;0;1;4;0;0;0;5;1;1;0;0;0;0;0;0;0;7;1;18;1;0;0;0;0;0;0;0;0;0;0;0
ASV_94;1;6;9;0;1;0;2;6;1;4;3;39;6;3;3;2;1;4;3;2;0;7;16;17;7;34;13;8;5;6;10;1;2;1;1;7;12;19;4;79;11;48;43;30;38;15;31;22;32;12;8;3;5;4;17;33;8;27;10;24;31;48;23;1;2;2;17;34;21;48;45;115;16;25;32;62;55;105;0;0;0
ASV_95;0;1;4;0;0;1;0;3;0;2;1;9;3;1;4;0;5;4;1;1;1;0;0;0;1;4;6;2;3;1;4;1;6;0;1;2;4;10;3;6;5;12;29;15;6;87;119;129;32;13;15;3;3;2;58;42;18;56;23;82;24;42;31;4;4;23;16;17;3;63;106;71;19;25;14;32;51;46;0;0;0
ASV_96;41;35;43;2;1;7;17;5;3;4;9;38;30;21;71;119;86;112;3;8;13;33;29;41;31;24;4;30;40;16;33;30;25;1;7;6;33;34;8;4;5;17;17;8;17;36;26;46;6;2;2;19;20;8;10;19;6;4;7;5;0;2;1;3;5;4;15;7;12;1;1;4;0;0;0;0;0;0;0;0;0
ASV_97;4;7;40;1;0;6;1;3;0;0;1;32;1;9;8;11;37;63;7;4;8;1;4;2;28;30;0;13;1;3;14;3;5;3;2;30;2;5;0;6;5;15;110;12;25;1;10;3;51;19;30;1;11;1;56;75;31;22;9;8;8;17;7;43;116;212;3;0;1;16;26;12;8;2;7;11;12;15;0;0;0
ASV_98;138;0;9;62;18;478;1;2;2;31;13;304;21;106;31;2;0;22;2;0;1;0;0;0;11;60;3;9;2;10;6;2;0;2;1;2;0;0;0;0;0;2;2;1;2;1;0;1;7;7;2;0;17;0;1;0;3;0;1;1;0;0;1;3;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
ASV_99;3;8;75;2;1;15;7;5;1;1;0;7;3;1;6;9;7;22;7;2;1;7;9;28;4;9;4;10;5;15;1;1;15;1;1;18;2;14;6;5;10;12;105;29;19;6;9;12;55;13;29;1;7;6;21;15;23;20;37;33;40;72;14;9;16;29;0;0;1;29;22;58;42;20;26;43;89;85;0;0;0
ASV_100;0;0;1;0;0;2;4;0;2;3;2;3;2;3;0;1;2;2;7;1;1;22;12;20;3;3;2;0;1;4;1;0;1;1;1;4;36;49;23;10;4;115;165;47;10;26;32;44;32;15;18;5;11;6;37;97;85;97;78;62;2;9;2;11;3;11;9;13;6;39;11;19;4;2;2;8;4;15;0;0;0
ASV_101;1;1;0;1;0;0;0;0;0;1;4;3;1;1;1;1;5;19;1;1;1;2;1;1;0;1;3;1;3;1;2;1;35;3;2;30;16;41;10;22;20;10;194;61;6;5;7;3;164;29;54;1;35;6;70;49;99;34;32;21;30;22;25;15;37;26;1;0;0;9;20;22;8;11;7;2;6;1;0;0;0
ASV_102;2;5;8;1;0;0;1;4;2;1;1;5;13;5;6;9;12;58;1;0;0;4;7;5;1;1;7;9;8;8;12;15;7;6;4;9;4;5;0;3;11;86;38;25;9;24;37;36;22;13;16;0;7;6;31;26;14;50;66;57;17;31;17;6;4;13;64;58;54;45;68;38;9;15;3;29;8;54;0;0;0
ASV_103;31;100;176;19;12;43;17;8;4;21;13;29;51;33;28;28;3;23;8;9;11;2;1;7;21;49;21;38;32;34;23;9;12;10;7;19;7;5;5;35;13;9;64;14;9;2;3;2;14;9;6;5;34;47;4;20;16;10;4;5;1;0;1;11;6;4;0;2;2;1;1;2;0;0;1;2;3;6;0;0;0
ASV_104;1;271;144;8;12;30;12;41;11;7;4;2;2;0;13;18;9;15;16;38;12;11;12;19;22;9;7;139;79;64;17;5;16;3;5;23;3;4;0;11;21;6;10;10;11;0;1;0;1;1;3;2;5;23;5;6;31;3;3;1;0;3;8;15;23;12;0;2;0;2;2;1;0;0;0;0;2;0;0;0;0
ASV_105;1;1;2;1;0;0;1;2;0;0;1;6;3;1;6;7;15;7;0;0;3;9;11;11;1;9;3;11;5;8;17;19;14;3;7;13;11;19;13;9;5;72;47;28;28;26;59;35;37;13;8;2;10;8;23;86;29;39;35;43;14;14;14;6;1;24;36;32;25;60;42;26;26;11;16;27;26;40;0;0;0
ASV_106;1;4;3;1;1;3;4;1;0;0;4;8;26;15;6;17;37;9;26;31;28;23;41;22;7;4;3;18;9;7;18;12;6;8;2;16;17;48;31;4;13;131;43;21;18;41;21;56;22;11;20;2;1;4;47;86;45;42;45;40;3;6;2;3;3;6;0;11;0;3;5;5;0;3;2;5;0;8;0;0;0
ASV_107;0;10;0;2;0;0;1;0;1;1;1;1;0;0;0;57;3;63;1;3;8;8;7;10;12;32;16;1;1;6;6;4;1;3;0;8;8;7;19;40;15;7;14;2;1;2;2;4;17;9;6;138;118;59;9;67;12;6;0;1;8;15;4;203;57;25;16;16;41;9;4;3;18;12;10;1;14;6;0;0;0
ASV_108;9;8;10;2;0;2;0;2;0;3;0;9;8;3;2;19;6;33;8;8;27;7;10;3;9;5;4;8;15;24;17;7;20;5;5;18;3;11;11;30;13;25;40;17;16;67;76;97;35;14;14;0;9;8;27;26;48;28;33;24;5;16;6;5;12;13;16;3;0;80;25;37;10;4;13;16;14;29;0;0;0
ASV_109;1;0;1;0;1;3;0;1;0;7;15;24;77;11;4;0;0;2;0;0;1;0;0;0;2;7;1;1;0;1;1;1;2;4;8;64;0;0;0;2;3;74;24;63;26;2;4;6;7;8;17;0;0;1;36;103;21;99;94;119;26;26;41;42;26;16;4;3;0;14;10;41;3;15;1;17;26;17;0;0;0
ASV_110;0;0;3;0;0;0;0;3;1;4;1;11;4;1;2;2;0;6;0;0;0;0;3;1;2;0;4;1;1;2;3;1;4;1;0;3;0;2;1;5;6;2;7;7;3;12;10;16;49;49;5;4;12;4;8;16;10;23;8;35;74;42;27;0;2;2;17;51;31;103;98;94;66;43;28;67;65;90;0;0;0
ASV_111;0;14;155;51;47;52;1;0;10;0;0;1;1;2;0;7;6;8;4;1;3;0;1;7;3;164;5;6;1;5;78;13;77;1;0;8;0;1;2;7;12;9;65;34;2;4;1;1;4;5;15;2;31;46;2;18;36;4;1;6;0;2;6;112;50;21;0;5;1;4;9;1;2;0;1;0;0;3;0;0;0
ASV_112;1;5;1;2;1;5;4;2;1;4;1;14;25;5;16;11;21;18;0;2;6;27;31;25;36;17;4;15;11;6;8;5;3;4;4;12;27;43;26;34;15;43;37;18;15;17;45;32;11;4;11;3;2;1;33;40;30;28;16;14;9;13;4;85;89;46;6;5;9;8;24;6;14;14;9;6;6;4;0;0;0
ASV_113;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;2;0;4;0;4;1213;4;3;0;1;4;1;1;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ASV_114;3;8;1;0;0;0;0;1;4;0;0;2;1;0;0;3;10;12;0;0;0;0;0;0;0;0;0;3;0;2;72;112;11;0;0;0;0;5;5;0;1;5;1;1;3;51;24;66;1;1;0;1;2;1;0;6;9;294;108;281;0;1;1;2;3;3;12;6;16;29;25;19;0;1;1;2;1;5;0;0;0
ASV_115;8;2;3;2;1;11;12;8;3;2;4;8;6;15;3;4;3;12;4;4;19;11;15;10;13;3;6;7;11;3;7;8;8;4;1;14;14;18;10;29;17;34;29;21;10;41;40;50;21;7;7;7;17;7;39;68;65;30;37;26;6;7;7;11;11;16;27;24;17;32;19;29;17;20;11;10;11;28;0;0;0
ASV_116;1;1;14;1;0;0;3;37;7;0;3;3;0;4;3;1;0;8;2;1;1;6;14;10;2;2;0;12;2;10;17;4;3;3;2;6;15;17;7;10;3;16;75;33;26;3;1;4;39;20;19;2;10;8;2;8;7;41;22;40;24;35;73;1;0;1;22;19;27;32;18;36;2;7;5;61;76;142;0;0;0
ASV_117;0;3;5;2;0;2;1;0;0;1;3;6;5;1;0;9;71;23;0;0;1;0;1;0;6;1;1;25;32;12;18;8;6;1;3;3;0;0;0;2;0;4;16;7;8;15;29;26;13;5;7;11;9;2;18;25;24;8;11;8;14;7;6;126;205;180;10;6;4;13;43;10;3;3;9;18;6;12;0;0;0
ASV_118;1;1;1;0;0;0;0;0;0;1;2;1;4;1;3;0;8;2;0;0;1;2;1;0;1;0;2;2;1;2;9;4;32;0;1;3;4;2;2;20;32;11;48;11;4;7;8;31;58;28;34;1;12;10;21;50;4;51;41;27;32;34;34;63;75;74;3;3;0;14;81;17;32;35;28;11;18;8;0;0;0
ASV_119;0;17;56;1;2;1;0;1;0;3;0;19;8;16;8;18;10;16;1;2;6;6;7;5;23;5;1;14;8;5;31;17;23;15;15;24;13;17;12;11;14;130;33;22;23;10;8;15;83;30;36;4;8;3;27;36;11;27;24;29;26;21;17;3;4;10;1;4;2;5;18;2;3;4;3;3;10;9;0;0;0
ASV_120;17;56;48;26;22;28;17;9;14;10;3;1;1;1;11;18;7;7;10;19;25;22;13;46;6;57;57;33;35;27;18;4;7;4;3;6;4;13;7;10;50;35;11;4;5;0;9;3;5;3;1;7;27;46;3;7;14;1;4;0;17;19;10;2;0;0;1;2;1;4;22;5;15;13;17;19;24;14;0;0;0
ASV_121;2;53;662;12;7;19;0;6;32;2;0;0;0;0;0;5;1;6;16;10;11;0;3;0;1;11;11;1;1;13;0;0;5;6;4;6;1;4;0;7;19;6;17;2;6;0;2;6;30;46;4;0;7;9;0;3;1;1;3;0;0;20;1;0;2;1;4;1;1;0;2;1;0;0;0;0;0;0;0;0;0
ASV_122;0;1;2;0;0;0;0;0;0;1;0;0;0;0;1;3;1;6;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;2;0;0;291;386;349;0;4;2;2;3;2;4;1;3;3;0;5;6;0;2;0;0;3;2;1;1;5;0;1;2;2;8;0;5;0;0;0;0
ASV_123;39;26;9;2;1;8;5;6;7;21;37;41;81;17;22;7;8;9;7;4;14;35;32;44;20;32;26;24;30;17;14;22;6;5;5;13;11;15;6;23;35;20;35;10;9;0;0;3;6;3;11;8;18;20;30;64;45;9;1;5;0;0;1;0;2;0;1;0;0;1;6;3;2;0;0;3;2;2;0;0;0
ASV_124;0;2;4;0;0;0;0;0;0;3;0;2;17;4;1;1;1;5;0;0;0;0;0;0;1;0;2;9;1;0;0;0;8;0;0;0;0;0;0;2;0;2;8;3;3;4;3;5;3;0;2;0;0;0;1;0;3;8;3;5;58;60;72;2;1;1;0;2;0;59;22;31;239;154;74;54;64;87;0;0;0
ASV_125;1;2;2;139;157;114;15;31;10;1;0;1;0;37;2;3;5;1;6;2;2;6;16;14;0;0;1;1;0;0;4;0;1;4;3;5;6;10;3;0;0;7;2;0;2;2;2;2;10;11;6;4;190;43;1;3;0;5;1;6;3;7;3;111;37;4;0;0;0;1;2;0;1;5;0;1;9;4;0;0;0
ASV_126;5;6;6;0;0;0;1;2;0;2;0;5;11;6;8;20;58;26;2;0;0;19;11;9;8;4;2;9;1;2;33;19;16;2;2;3;12;38;27;5;3;58;24;15;7;47;48;47;9;4;4;1;13;2;13;53;6;31;36;33;7;10;3;8;8;10;13;21;18;23;31;15;14;13;11;15;17;16;0;0;0
ASV_127;0;0;10;0;0;3;1;0;0;2;3;5;4;1;1;4;120;10;0;2;2;7;4;10;4;1;3;4;0;3;3;1;1;1;0;7;12;27;21;7;1;13;23;4;4;4;5;6;18;20;17;6;22;13;20;11;30;13;11;15;46;44;5;33;66;116;3;0;1;28;13;23;54;33;36;5;10;19;0;0;0
ASV_128;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;1;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;2;1;960;1;1;0;0;2;2;0;1;1;1;2;0;0;0;3;0;0;0
ASV_129;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;2;4;3;981;0;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;1;2;1;0;0;0;47;0;0;0;0;0;0;0;0;0;0
ASV_130;1;2;3;0;0;0;0;1;0;1;0;0;4;1;5;0;4;3;2;0;6;2;5;2;1;3;3;3;12;1;1;1;3;1;0;1;5;31;14;5;2;4;36;3;6;21;44;83;35;40;20;0;6;2;19;17;10;11;11;60;44;84;57;11;34;14;1;0;1;26;35;10;21;39;26;32;36;24;0;0;0
ASV_131;0;13;4;0;0;0;3;3;0;0;1;6;1;0;3;2;10;9;1;0;0;21;18;11;1;0;1;46;4;9;47;35;56;2;0;2;45;55;43;2;19;272;22;7;59;0;2;4;4;0;3;0;2;1;39;47;18;11;6;8;3;7;8;1;1;1;1;1;1;4;13;0;0;0;0;8;8;11;0;0;0
ASV_132;0;0;3;0;0;1;0;1;1;4;0;2;2;1;0;0;2;0;2;0;1;13;30;25;0;1;0;28;6;7;1;2;1;0;1;24;35;95;40;6;4;13;111;32;17;1;1;2;34;5;4;28;54;48;25;21;10;35;37;51;4;9;3;11;17;56;1;3;2;3;21;3;6;5;4;1;2;2;0;0;0
ASV_133;0;1;1;0;0;0;0;0;0;1;0;4;3;0;0;10;24;17;0;3;2;2;7;4;1;0;3;6;0;0;8;3;4;1;3;4;5;1;1;4;5;40;88;95;22;29;16;36;7;3;3;1;4;6;21;43;47;80;33;46;2;7;1;5;16;11;30;33;22;51;18;25;2;3;2;9;13;19;0;0;0
ASV_134;1;0;12;0;0;0;1;0;1;0;1;1;0;2;1;11;34;52;0;0;1;10;4;4;0;2;1;3;2;0;28;28;10;3;0;0;8;22;9;5;11;26;54;14;9;89;86;119;7;2;1;2;4;1;10;53;19;17;26;32;4;13;5;0;1;6;11;9;14;12;34;13;3;5;7;7;7;13;0;0;0
ASV_135;0;4;2;2;0;0;1;6;0;20;12;77;31;17;78;0;3;5;4;9;9;4;3;12;36;19;5;23;34;15;7;3;0;3;4;10;13;13;10;14;28;22;49;15;13;3;3;6;15;10;7;4;10;13;21;28;19;13;9;10;14;10;12;28;23;22;2;0;3;6;6;2;15;9;6;3;5;3;0;0;0
ASV_136;2;1;0;2;0;0;5;0;0;2;4;5;1;0;0;5;56;31;1;1;0;15;13;8;3;2;0;2;8;0;4;18;28;4;4;1;1;7;5;7;9;28;30;7;7;75;85;104;7;6;3;2;2;0;35;127;26;9;15;20;1;3;2;6;6;4;5;5;3;7;33;6;0;3;1;11;10;8;0;0;0
ASV_137;9;40;28;1;1;3;0;7;0;3;5;43;120;72;47;7;30;16;1;4;4;1;0;3;8;29;9;10;3;5;14;8;19;4;3;5;2;3;5;2;5;18;21;19;9;5;6;24;11;6;2;1;10;4;14;40;22;39;25;32;7;3;3;0;0;2;3;1;0;3;8;3;5;4;3;3;1;4;0;0;0
ASV_138;1;0;1;0;0;0;0;0;0;1;2;2;3;0;0;2;45;4;1;0;2;0;4;0;8;8;6;74;28;18;1;5;3;1;1;1;0;0;0;5;4;9;46;9;16;1;7;7;19;8;17;9;6;2;32;46;48;16;7;9;12;10;10;70;48;99;15;8;4;18;35;5;7;8;9;5;13;10;0;0;0
ASV_139;5;3;3;0;0;1;0;0;0;0;0;0;6;1;3;4;14;1;0;0;0;0;0;0;0;0;0;16;3;1;21;1;1;1;0;1;0;0;0;0;1;0;7;0;4;12;52;7;0;1;2;0;0;0;2;2;0;6;5;4;54;19;25;7;3;1;6;9;6;3;43;3;204;95;89;53;90;26;0;0;0
ASV_140;9;10;3;2;1;1;18;9;2;5;1;11;0;16;1;1;7;25;6;9;16;42;11;33;13;19;2;11;5;13;23;19;11;5;5;5;67;72;83;6;0;14;34;11;23;8;5;6;15;6;11;0;7;3;17;38;11;18;12;20;1;4;5;0;0;0;11;7;11;1;7;2;6;4;4;1;3;3;0;0;0
ASV_141;31;30;24;15;6;8;10;3;2;23;11;8;14;18;23;14;3;15;6;8;17;6;4;13;12;58;42;62;43;17;7;2;0;3;1;4;15;11;18;7;6;6;15;1;3;1;2;2;15;17;3;7;24;12;4;20;14;5;2;0;19;11;13;0;5;12;4;3;6;3;13;5;9;15;6;8;15;5;0;0;0
ASV_142;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;6;1;0;2;0;47;250;134;0;0;1;0;0;1;2;4;2;0;1;0;84;156;22;3;0;0;0;0;1;1;1;0;1;1;0;1;4;174;1;0;0;0;1;0;0;10;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0
ASV_143;6;9;22;0;0;0;0;0;0;0;2;12;1;0;5;10;29;43;2;1;5;1;0;0;15;24;2;8;9;6;7;8;2;4;3;2;0;0;0;12;8;24;20;2;4;8;9;6;7;4;9;12;20;5;38;47;26;5;1;5;8;17;10;76;120;86;1;2;2;12;25;5;12;9;6;4;10;5;0;0;0
ASV_144;0;0;0;0;0;0;0;0;2;0;0;9;3;0;0;8;61;17;1;2;5;16;10;7;1;3;4;25;26;2;1;2;21;2;7;15;9;10;2;45;4;36;23;8;6;5;6;5;44;12;13;16;35;10;25;41;86;18;10;5;14;7;12;29;24;16;3;1;1;10;27;15;8;6;2;7;5;6;0;0;0
ASV_145;0;0;0;0;0;0;0;4;3;1;0;4;1;0;0;0;0;0;1;0;0;0;3;2;2;2;4;0;0;0;7;2;12;3;2;9;0;2;3;420;60;13;11;2;1;1;2;1;18;12;2;0;4;5;2;43;63;4;5;2;1;0;2;2;3;0;17;45;85;8;5;4;0;0;0;0;1;1;0;0;0
ASV_146;1;1;2;0;0;3;2;0;0;0;0;0;0;0;0;37;186;51;2;0;0;2;2;2;2;1;0;42;15;24;21;12;53;3;2;8;3;2;1;1;1;3;33;14;5;5;7;11;25;8;14;13;34;3;5;8;33;22;20;6;5;7;8;49;38;24;3;3;0;2;5;1;5;4;3;1;1;0;0;0;0
ASV_147;0;2;8;11;25;45;17;44;18;3;1;3;1;0;8;2;0;0;26;57;30;18;6;25;29;138;21;7;26;9;4;3;20;31;17;13;5;6;1;29;27;10;10;5;0;0;0;1;6;3;5;0;6;6;4;10;30;3;0;0;3;11;5;21;18;6;2;0;0;0;3;0;0;1;0;0;1;1;0;0;0
ASV_148;1;5;11;0;0;0;23;27;10;0;0;0;0;0;0;24;6;8;2;0;2;86;51;78;0;2;0;1;0;0;4;2;0;1;0;2;44;47;57;3;0;0;0;0;0;1;0;1;0;0;0;1;96;300;0;4;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;1;2;0;0;0
ASV_149;11;3;0;0;1;19;3;2;1;0;0;33;1;26;158;0;1;0;3;3;25;0;0;0;0;3;2;0;2;1;0;1;405;2;2;9;2;4;4;4;1;0;16;2;0;1;1;5;3;0;0;0;37;1;2;1;3;16;1;2;2;17;2;2;0;2;2;6;2;9;5;3;13;4;4;1;1;7;0;0;0
ASV_150;1;8;17;0;0;0;0;0;1;7;8;9;16;0;0;9;12;24;3;4;4;18;29;17;29;21;5;55;44;7;12;3;20;3;1;11;9;18;4;9;25;43;23;13;4;5;8;18;12;4;16;17;6;5;21;58;36;11;8;5;1;6;6;9;25;10;2;8;5;9;16;8;0;1;3;1;1;9;0;0;0
ASV_151;1;14;74;22;2;16;18;2;2;4;4;27;20;12;12;3;3;1;9;9;11;6;2;27;4;7;3;119;45;45;11;28;25;7;4;18;3;12;3;1;2;6;12;4;7;0;0;1;0;0;6;57;71;41;5;7;5;6;3;2;0;0;0;13;5;1;0;2;0;0;0;1;1;1;0;1;0;0;0;0;0
ASV_152;0;0;2;1;0;0;1;0;0;0;0;1;1;1;1;3;0;50;1;0;2;1;1;12;0;2;0;1;2;0;6;4;15;3;5;22;5;7;8;13;0;4;1;1;0;0;2;3;43;14;22;34;28;7;13;3;16;3;2;1;36;30;28;91;136;153;5;7;2;5;2;3;6;10;10;0;1;1;0;0;0
ASV_153;2;0;1;0;0;1;0;2;0;1;0;5;0;2;0;4;5;6;0;0;0;7;14;5;3;0;1;2;2;1;7;2;7;3;0;8;14;30;14;3;7;86;10;14;14;9;5;8;12;6;5;3;6;3;31;69;15;22;28;69;6;23;6;5;2;11;16;23;13;40;44;41;2;9;1;20;8;42;0;0;0
ASV_154;3;0;0;0;0;1;2;5;1;2;1;13;4;0;23;5;7;8;0;1;2;13;8;13;6;0;0;8;14;14;2;3;0;0;0;9;21;30;22;11;0;3;21;8;7;51;41;47;6;3;7;6;19;6;10;10;4;16;11;16;10;5;2;38;56;154;2;8;5;17;6;13;3;4;4;2;3;4;0;0;0
ASV_155;2;57;67;2;1;16;17;4;2;12;6;35;11;15;102;30;26;24;6;3;15;9;8;8;8;19;4;27;16;39;10;10;6;2;2;2;13;20;10;5;5;13;26;14;13;4;4;3;3;1;3;0;4;4;8;19;9;3;10;8;8;1;2;1;0;1;3;4;3;4;9;3;2;4;3;2;0;4;0;0;0
ASV_156;0;27;19;0;1;1;1;1;1;0;1;3;13;4;5;4;8;11;1;4;8;13;10;3;1;2;0;46;13;11;9;2;22;13;15;40;10;5;9;16;8;7;14;24;7;4;7;6;9;3;12;73;91;74;28;46;38;10;3;5;2;3;9;5;3;2;0;2;1;2;7;1;0;0;0;2;7;2;0;0;0
ASV_157;2;1;0;2;1;0;2;1;0;2;0;15;10;2;2;3;13;24;1;1;0;25;21;17;0;1;2;5;12;8;1;4;5;2;1;1;14;12;4;13;5;54;34;18;4;26;23;24;70;11;17;0;1;1;26;12;66;15;8;18;5;3;6;7;3;18;10;15;2;27;6;37;6;7;7;20;10;14;0;0;0
ASV_158;1;0;1;1;0;0;1;1;1;0;8;4;2;0;0;0;11;1;17;9;5;23;25;15;6;7;1;15;2;9;31;2;2;8;3;32;28;13;12;3;15;35;46;16;46;0;6;6;26;6;19;2;10;1;73;44;19;29;43;37;7;8;1;10;11;12;0;1;1;6;12;7;3;0;0;2;2;1;0;0;0
